date,precipitation,precipitation_normal
19331011,31.21,42.25
19331012,31.21,42.44
19331013,31.21,42.63
19331014,31.21,42.82
19331015,31.21,43.02
19331016,31.21,43.22
19331017,31.24,43.43
19331018,31.24,43.64
19331019,31.24,43.87
19331020,31.24,44.09
19331021,31.26,44.31
19331022,31.41,44.53
19331023,31.41,44.74
19331024,31.41,44.94
19331025,31.41,45.15
19331026,31.41,45.35
19331027,32.05,45.54
19331028,32.05,45.74
19331029,32.05,45.94
19331030,32.08,46.12
19331031,32.08,46.30
19331101,32.08,46.45
19331102,32.08,46.60
19331103,32.08,46.75
19331104,32.08,46.91
19331105,32.08,47.06
19331106,32.31,47.21
19331107,32.73,47.37
19331108,32.73,47.51
19331109,32.73,47.67
19331110,32.73,47.82
19331111,32.77,47.97
19331112,34.00,48.12
19331113,34.00,48.27
19331114,34.00,48.42
19331115,34.00,48.56
19331116,34.00,48.70
19331117,34.06,48.83
19331118,34.06,48.96
19331119,34.12,49.10
19331120,34.12,49.24
19331121,34.15,49.38
19331122,34.15,49.52
19331123,34.15,49.66
19331124,34.15,49.80
19331125,34.15,49.93
19331126,34.15,50.07
19331127,34.15,50.20
19331128,34.15,50.34
19331129,34.15,50.48
19331130,34.15,50.62
19331201,34.23,50.76
19331202,34.23,50.90
19331203,34.23,51.04
19331204,34.23,51.18
19331205,34.23,51.31
19331206,34.27,51.44
19331207,34.27,51.58
19331208,34.27,51.72
19331209,34.27,51.86
19331210,34.27,51.99
19331211,34.27,52.12
19331212,34.27,52.25
19331213,34.27,52.38
19331214,34.27,52.51
19331215,34.29,52.64
19331216,34.33,52.78
19331217,35.66,52.91
19331218,35.66,53.03
19331219,35.66,53.15
19331220,35.66,53.27
19331221,35.66,53.40
19331222,35.66,53.52
19331223,35.66,53.65
19331224,35.66,53.78
19331225,35.66,53.91
19331226,35.66,54.04
19331227,35.74,54.16
19331228,36.44,54.29
19331229,36.69,54.41
19331230,37.60,54.53
19331231,37.60,54.65
19340101,0,0.11
19340102,,0.22
19340103,0.03,0.34
19340104,1.80,0.47
19340105,1.80,0.59
19340106,1.90,0.71
19340107,3.80,0.83
19340108,3.80,0.95
19340109,3.80,1.07
19340110,3.80,1.19
19340111,5.57,1.31
19340112,5.57,1.44
19340113,5.57,1.56
19340114,5.57,1.69
19340115,5.57,1.81
19340116,5.57,1.94
19340117,5.57,2.07
19340118,5.65,2.19
19340119,5.70,2.32
19340120,5.70,2.45
19340121,5.70,2.58
19340122,5.82,2.71
19340123,5.82,2.84
19340124,5.82,2.96
19340125,6.33,3.09
19340126,7.51,3.22
19340127,7.87,3.35
19340128,7.88,3.48
19340129,7.88,3.61
19340130,7.88,3.74
19340131,9.80,3.87
19340201,9.80,4.00
19340202,9.80,4.12
19340203,9.80,4.23
19340204,9.80,4.35
19340205,9.80,4.45
19340206,9.80,4.57
19340207,9.80,4.69
19340208,10.55,4.80
19340209,11.15,4.92
19340210,11.15,5.04
19340211,11.17,5.15
19340212,11.17,5.27
19340213,11.17,5.38
19340214,11.17,5.50
19340215,11.17,5.62
19340216,11.17,5.74
19340217,11.17,5.87
19340218,11.52,5.99
19340219,11.52,6.10
19340220,11.52,6.21
19340221,11.52,6.32
19340222,11.52,6.44
19340223,11.52,6.55
19340224,11.52,6.66
19340225,11.53,6.76
19340226,11.53,6.87
19340227,11.53,6.97
19340228,11.68,7.08
19340301,12.43,7.19
19340302,13.35,7.30
19340303,13.35,7.41
19340304,13.35,7.52
19340305,13.35,7.64
19340306,13.36,7.75
19340307,13.36,7.86
19340308,13.36,7.96
19340309,13.58,8.07
19340310,13.58,8.17
19340311,13.58,8.27
19340312,13.58,8.36
19340313,13.58,8.46
19340314,13.58,8.55
19340315,13.58,8.65
19340316,13.58,8.75
19340317,13.58,8.84
19340318,13.67,8.94
19340319,13.67,9.03
19340320,13.67,9.12
19340321,13.67,9.22
19340322,13.67,9.33
19340323,13.67,9.44
19340324,13.67,9.54
19340325,14.55,9.66
19340326,15.18,9.77
19340327,15.18,9.88
19340328,15.18,9.99
19340329,15.18,10.09
19340330,15.18,10.18
19340331,15.18,10.28
19340401,15.18,10.37
19340402,15.18,10.46
19340403,15.18,10.55
19340404,15.18,10.65
19340405,15.82,10.75
19340406,19.50,10.85
19340407,19.51,10.95
19340408,19.66,11.05
19340409,19.66,11.15
19340410,19.66,11.25
19340411,19.66,11.36
19340412,19.66,11.47
19340413,19.66,11.58
19340414,20.12,11.68
19340415,20.13,11.78
19340416,20.22,11.89
19340417,20.23,12.00
19340418,20.23,12.11
19340419,21.02,12.23
19340420,21.02,12.34
19340421,21.02,12.45
19340422,21.02,12.56
19340423,21.02,12.67
19340424,21.02,12.79
19340425,21.02,12.90
19340426,21.02,13.02
19340427,21.02,13.14
19340428,21.04,13.27
19340429,21.04,13.40
19340430,21.04,13.53
19340501,21.04,13.67
19340502,21.04,13.81
19340503,21.04,13.95
19340504,21.04,14.09
19340505,21.04,14.24
19340506,21.04,14.38
19340507,21.04,14.53
19340508,21.16,14.68
19340509,21.69,14.83
19340510,21.99,14.96
19340511,22.16,15.10
19340512,22.16,15.24
19340513,22.16,15.37
19340514,22.22,15.51
19340515,22.27,15.66
19340516,22.27,15.80
19340517,22.27,15.95
19340518,22.27,16.09
19340519,22.37,16.23
19340520,22.37,16.38
19340521,22.37,16.54
19340522,22.37,16.71
19340523,22.37,16.87
19340524,22.37,17.04
19340525,22.37,17.22
19340526,22.37,17.40
19340527,22.37,17.58
19340528,22.37,17.76
19340529,22.37,17.94
19340530,22.37,18.11
19340531,22.37,18.28
19340601,22.37,18.47
19340602,22.37,18.67
19340603,22.37,18.87
19340604,22.38,19.07
19340605,22.40,19.29
19340606,22.40,19.52
19340607,22.40,19.74
19340608,22.40,19.98
19340609,22.40,20.21
19340610,22.40,20.46
19340611,22.40,20.71
19340612,22.40,20.98
19340613,22.40,21.25
19340614,22.40,21.51
19340615,22.40,21.77
19340616,22.40,22.03
19340617,22.40,22.29
19340618,22.40,22.55
19340619,22.40,22.81
19340620,22.40,23.05
19340621,22.40,23.29
19340622,22.40,23.53
19340623,22.40,23.77
19340624,22.40,24.01
19340625,22.40,24.24
19340626,22.40,24.47
19340627,22.40,24.69
19340628,22.40,24.92
19340629,22.40,25.15
19340630,22.43,25.38
19340701,22.46,25.58
19340702,22.46,25.78
19340703,22.46,25.98
19340704,22.46,26.17
19340705,22.49,26.36
19340706,22.49,26.54
19340707,22.55,26.72
19340708,22.55,26.90
19340709,22.55,27.08
19340710,22.89,27.24
19340711,23.48,27.39
19340712,23.79,27.54
19340713,23.79,27.69
19340714,23.79,27.84
19340715,23.79,27.99
19340716,23.79,28.13
19340717,23.79,28.26
19340718,23.79,28.40
19340719,23.79,28.54
19340720,23.82,28.68
19340721,23.82,28.81
19340722,23.82,28.93
19340723,23.82,29.06
19340724,23.82,29.18
19340725,24.02,29.30
19340726,24.02,29.43
19340727,24.02,29.56
19340728,24.54,29.68
19340729,24.78,29.80
19340730,24.88,29.92
19340731,24.88,30.04
19340801,24.88,30.18
19340802,25.38,30.32
19340803,25.39,30.45
19340804,25.39,30.58
19340805,25.39,30.72
19340806,25.48,30.86
19340807,25.48,31.00
19340808,25.48,31.15
19340809,25.48,31.30
19340810,25.54,31.45
19340811,25.54,31.59
19340812,25.54,31.72
19340813,25.54,31.86
19340814,25.54,32.00
19340815,25.57,32.14
19340816,25.57,32.29
19340817,25.57,32.45
19340818,25.57,32.62
19340819,25.57,32.79
19340820,25.57,32.97
19340821,25.57,33.16
19340822,25.57,33.34
19340823,25.57,33.53
19340824,25.57,33.73
19340825,25.83,33.92
19340826,25.83,34.11
19340827,25.85,34.31
19340828,25.92,34.50
19340829,25.92,34.69
19340830,25.92,34.89
19340831,25.92,35.10
19340901,25.92,35.29
19340902,25.92,35.48
19340903,26.77,35.67
19340904,26.77,35.86
19340905,26.77,36.05
19340906,26.77,36.23
19340907,26.77,36.43
19340908,26.77,36.63
19340909,26.77,36.83
19340910,26.78,37.04
19340911,26.78,37.25
19340912,26.78,37.46
19340913,26.82,37.66
19340914,27.15,37.85
19340915,27.70,38.03
19340916,27.70,38.20
19340917,27.70,38.36
19340918,27.70,38.51
19340919,27.70,38.66
19340920,27.70,38.81
19340921,27.70,38.97
19340922,27.73,39.11
19340923,27.73,39.26
19340924,28.01,39.41
19340925,28.02,39.57
19340926,28.02,39.72
19340927,29.00,39.88
19340928,29.38,40.02
19340929,29.38,40.17
19340930,30.53,40.31
19341001,30.53,40.47
19341002,30.53,40.63
19341003,30.53,40.82
19341004,30.53,41.00
19341005,30.53,41.18
19341006,30.53,41.36
19341007,30.53,41.53
19341008,30.53,41.71
19341009,30.53,41.88
19341010,30.63,42.06
19341011,30.63,42.25
19341012,30.63,42.44
19341013,30.63,42.63
19341014,30.63,42.82
19341015,30.63,43.02
19341016,30.63,43.22
19341017,30.81,43.43
19341018,30.81,43.64
19341019,30.81,43.87
19341020,30.81,44.09
19341021,30.81,44.31
19341022,30.82,44.53
19341023,30.82,44.74
19341024,30.82,44.94
19341025,30.82,45.15
19341026,30.82,45.35
19341027,30.82,45.54
19341028,30.82,45.74
19341029,30.82,45.94
19341030,30.82,46.12
19341031,30.82,46.30
19341101,30.82,46.45
19341102,31.24,46.60
19341103,32.44,46.75
19341104,32.44,46.91
19341105,32.44,47.06
19341106,32.44,47.21
19341107,32.44,47.37
19341108,32.44,47.51
19341109,32.44,47.67
19341110,32.44,47.82
19341111,32.44,47.97
19341112,32.44,48.12
19341113,32.44,48.27
19341114,32.44,48.42
19341115,32.44,48.56
19341116,32.44,48.70
19341117,32.47,48.83
19341118,32.59,48.96
19341119,33.10,49.10
19341120,33.20,49.24
19341121,33.90,49.38
19341122,33.90,49.52
19341123,33.90,49.66
19341124,33.90,49.80
19341125,33.90,49.93
19341126,34.20,50.07
19341127,35.69,50.20
19341128,35.69,50.34
19341129,36.19,50.48
19341130,36.19,50.62
19341201,36.19,50.76
19341202,36.25,50.90
19341203,37.81,51.04
19341204,37.81,51.18
19341205,37.81,51.31
19341206,38.11,51.44
19341207,38.50,51.58
19341208,38.50,51.72
19341209,38.50,51.86
19341210,38.50,51.99
19341211,38.50,52.12
19341212,38.50,52.25
19341213,38.50,52.38
19341214,38.50,52.51
19341215,38.50,52.64
19341216,38.50,52.78
19341217,38.75,52.91
19341218,38.83,53.03
19341219,38.83,53.15
19341220,38.83,53.27
19341221,38.83,53.40
19341222,38.83,53.52
19341223,38.83,53.65
19341224,38.83,53.78
19341225,38.83,53.91
19341226,38.83,54.04
19341227,39.91,54.16
19341228,39.91,54.29
19341229,39.92,54.41
19341230,39.94,54.53
19341231,39.96,54.65
19350101,0.07,0.11
19350102,0.07,0.22
19350103,0.07,0.34
19350104,0.07,0.47
19350105,0.07,0.59
19350106,0.24,0.71
19350107,0.27,0.83
19350108,0.27,0.95
19350109,0.27,1.07
19350110,0.27,1.19
19350111,0.28,1.31
19350112,0.28,1.44
19350113,0.28,1.56
19350114,0.28,1.69
19350115,0.28,1.81
19350116,0.28,1.94
19350117,0.28,2.07
19350118,0.28,2.19
19350119,0.38,2.32
19350120,1.11,2.45
19350121,2.02,2.58
19350122,2.02,2.71
19350123,2.02,2.84
19350124,2.02,2.96
19350125,2.02,3.09
19350126,2.02,3.22
19350127,2.02,3.35
19350128,2.02,3.48
19350129,2.02,3.61
19350130,2.02,3.74
19350131,2.02,3.87
19350201,2.02,4.00
19350202,2.02,4.12
19350203,2.02,4.23
19350204,2.02,4.35
19350205,2.02,4.45
19350206,2.02,4.57
19350207,2.51,4.69
19350208,2.51,4.80
19350209,2.65,4.92
19350210,4.75,5.04
19350211,5.34,5.15
19350212,5.99,5.27
19350213,6.04,5.38
19350214,6.04,5.50
19350215,6.04,5.62
19350216,6.04,5.74
19350217,6.04,5.87
19350218,6.04,5.99
19350219,6.04,6.10
19350220,6.04,6.21
19350221,6.04,6.32
19350222,6.04,6.44
19350223,6.04,6.55
19350224,6.04,6.66
19350225,6.05,6.76
19350226,6.05,6.87
19350227,6.05,6.97
19350228,6.05,7.08
19350301,6.05,7.19
19350302,6.05,7.30
19350303,6.05,7.41
19350304,6.39,7.52
19350305,6.39,7.64
19350306,6.39,7.75
19350307,6.39,7.86
19350308,6.43,7.96
19350309,6.44,8.07
19350310,6.44,8.17
19350311,6.44,8.27
19350312,6.44,8.36
19350313,6.44,8.46
19350314,6.44,8.55
19350315,6.44,8.65
19350316,6.44,8.75
19350317,6.44,8.84
19350318,6.44,8.94
19350319,6.44,9.03
19350320,6.44,9.12
19350321,6.44,9.22
19350322,6.44,9.33
19350323,6.44,9.44
19350324,6.44,9.54
19350325,6.44,9.66
19350326,6.44,9.77
19350327,6.44,9.88
19350328,6.44,9.99
19350329,6.44,10.09
19350330,8.01,10.18
19350331,8.48,10.28
19350401,8.48,10.37
19350402,8.48,10.46
19350403,8.83,10.55
19350404,8.83,10.65
19350405,8.84,10.75
19350406,8.84,10.85
19350407,8.95,10.95
19350408,8.95,11.05
19350409,8.95,11.15
19350410,8.97,11.25
19350411,8.98,11.36
19350412,8.98,11.47
19350413,8.98,11.58
19350414,8.98,11.68
19350415,8.98,11.78
19350416,8.98,11.89
19350417,8.98,12.00
19350418,8.98,12.11
19350419,10.00,12.23
19350420,10.04,12.34
19350421,10.04,12.45
19350422,10.04,12.56
19350423,10.04,12.67
19350424,10.04,12.79
19350425,10.04,12.90
19350426,12.01,13.02
19350427,12.06,13.14
19350428,12.06,13.27
19350429,12.11,13.40
19350430,12.11,13.53
19350501,12.11,13.67
19350502,13.70,13.81
19350503,13.71,13.95
19350504,13.73,14.09
19350505,15.36,14.24
19350506,15.39,14.38
19350507,15.39,14.53
19350508,15.40,14.68
19350509,15.40,14.83
19350510,15.40,14.96
19350511,15.40,15.10
19350512,15.40,15.24
19350513,15.40,15.37
19350514,15.40,15.51
19350515,15.40,15.66
19350516,15.40,15.80
19350517,15.40,15.95
19350518,15.97,16.09
19350519,15.97,16.23
19350520,15.98,16.38
19350521,15.98,16.54
19350522,15.98,16.71
19350523,16.00,16.87
19350524,16.00,17.04
19350525,16.00,17.22
19350526,16.00,17.40
19350527,16.00,17.58
19350528,16.00,17.76
19350529,16.00,17.94
19350530,16.00,18.11
19350531,16.00,18.28
19350601,16.00,18.47
19350602,16.00,18.67
19350603,17.43,18.87
19350604,17.43,19.07
19350605,17.43,19.29
19350606,17.49,19.52
19350607,17.94,19.74
19350608,17.94,19.98
19350609,17.94,20.21
19350610,17.94,20.46
19350611,17.94,20.71
19350612,17.98,20.98
19350613,17.99,21.25
19350614,17.99,21.51
19350615,17.99,21.77
19350616,17.99,22.03
19350617,17.99,22.29
19350618,18.53,22.55
19350619,18.58,22.81
19350620,18.58,23.05
19350621,18.58,23.29
19350622,18.58,23.53
19350623,18.58,23.77
19350624,18.58,24.01
19350625,18.58,24.24
19350626,18.58,24.47
19350627,18.58,24.69
19350628,18.60,24.92
19350629,18.64,25.15
19350630,18.74,25.38
19350701,18.74,25.58
19350702,18.74,25.78
19350703,18.84,25.98
19350704,19.03,26.17
19350705,19.03,26.36
19350706,19.03,26.54
19350707,19.03,26.72
19350708,19.03,26.90
19350709,19.03,27.08
19350710,19.03,27.24
19350711,19.03,27.39
19350712,19.03,27.54
19350713,19.03,27.69
19350714,19.03,27.84
19350715,19.03,27.99
19350716,19.03,28.13
19350717,19.03,28.26
19350718,19.16,28.40
19350719,19.16,28.54
19350720,19.16,28.68
19350721,19.16,28.81
19350722,19.16,28.93
19350723,20.33,29.06
19350724,20.33,29.18
19350725,20.41,29.30
19350726,20.61,29.43
19350727,20.70,29.56
19350728,20.72,29.68
19350729,21.32,29.80
19350730,21.32,29.92
19350731,21.32,30.04
19350801,21.32,30.18
19350802,21.32,30.32
19350803,21.32,30.45
19350804,21.32,30.58
19350805,21.32,30.72
19350806,21.32,30.86
19350807,21.32,31.00
19350808,21.32,31.15
19350809,21.32,31.30
19350810,21.42,31.45
19350811,21.43,31.59
19350812,21.50,31.72
19350813,21.50,31.86
19350814,21.50,32.00
19350815,21.50,32.14
19350816,21.50,32.29
19350817,21.51,32.45
19350818,21.51,32.62
19350819,21.51,32.79
19350820,21.65,32.97
19350821,21.65,33.16
19350822,21.65,33.34
19350823,21.65,33.53
19350824,21.65,33.73
19350825,21.70,33.92
19350826,21.70,34.11
19350827,21.70,34.31
19350828,21.70,34.50
19350829,21.70,34.69
19350830,21.70,34.89
19350831,21.70,35.10
19350901,21.70,35.29
19350902,21.70,35.48
19350903,21.70,35.67
19350904,22.11,35.86
19350905,22.11,36.05
19350906,22.58,36.23
19350907,22.76,36.43
19350908,22.81,36.63
19350909,23.29,36.83
19350910,23.32,37.04
19350911,23.32,37.25
19350912,23.32,37.46
19350913,23.32,37.66
19350914,23.32,37.85
19350915,23.32,38.03
19350916,23.32,38.20
19350917,23.32,38.36
19350918,23.35,38.51
19350919,23.35,38.66
19350920,23.35,38.81
19350921,23.35,38.97
19350922,23.35,39.11
19350923,23.55,39.26
19350924,24.49,39.41
19350925,25.98,39.57
19350926,28.29,39.72
19350927,28.32,39.88
19350928,28.32,40.02
19350929,28.32,40.17
19350930,28.32,40.31
19351001,28.32,40.47
19351002,28.32,40.63
19351003,28.32,40.82
19351004,28.32,41.00
19351005,28.32,41.18
19351006,28.32,41.36
19351007,28.32,41.53
19351008,28.32,41.71
19351009,28.32,41.88
19351010,28.33,42.06
19351011,28.33,42.25
19351012,28.33,42.44
19351013,28.53,42.63
19351014,28.53,42.82
19351015,28.53,43.02
19351016,28.53,43.22
19351017,28.53,43.43
19351018,29.05,43.64
19351019,29.05,43.87
19351020,29.05,44.09
19351021,29.05,44.31
19351022,29.05,44.53
19351023,29.05,44.74
19351024,29.05,44.94
19351025,29.05,45.15
19351026,29.07,45.35
19351027,29.65,45.54
19351028,30.76,45.74
19351029,30.77,45.94
19351030,30.80,46.12
19351031,31.57,46.30
19351101,31.57,46.45
19351102,31.59,46.60
19351103,31.62,46.75
19351104,31.62,46.91
19351105,31.88,47.06
19351106,32.06,47.21
19351107,32.06,47.37
19351108,32.06,47.51
19351109,32.06,47.67
19351110,32.07,47.82
19351111,32.70,47.97
19351112,32.95,48.12
19351113,32.95,48.27
19351114,32.95,48.42
19351115,32.95,48.56
19351116,32.95,48.70
19351117,32.95,48.83
19351118,32.95,48.96
19351119,32.96,49.10
19351120,32.96,49.24
19351121,32.96,49.38
19351122,32.96,49.52
19351123,32.96,49.66
19351124,32.96,49.80
19351125,32.96,49.93
19351126,32.99,50.07
19351127,33.03,50.20
19351128,33.03,50.34
19351129,33.03,50.48
19351130,33.03,50.62
19351201,33.03,50.76
19351202,33.03,50.90
19351203,33.03,51.04
19351204,33.03,51.18
19351205,33.03,51.31
19351206,34.08,51.44
19351207,36.30,51.58
19351208,39.29,51.72
19351209,39.29,51.86
19351210,39.32,51.99
19351211,40.96,52.12
19351212,40.98,52.25
19351213,40.98,52.38
19351214,40.98,52.51
19351215,40.98,52.64
19351216,40.98,52.78
19351217,40.98,52.91
19351218,40.98,53.03
19351219,40.98,53.15
19351220,40.98,53.27
19351221,41.47,53.40
19351222,41.54,53.52
19351223,41.54,53.65
19351224,41.54,53.78
19351225,41.54,53.91
19351226,41.54,54.04
19351227,41.54,54.16
19351228,41.62,54.29
19351229,41.62,54.41
19351230,41.62,54.53
19351231,42.62,54.65
19360101,0.05,0.11
19360102,0.05,0.22
19360103,0.05,0.34
19360104,0.05,0.47
19360105,0.11,0.59
19360106,0.11,0.71
19360107,0.19,0.83
19360108,0.19,0.95
19360109,0.19,1.07
19360110,0.19,1.19
19360111,0.19,1.31
19360112,0.19,1.44
19360113,0.21,1.56
19360114,0.28,1.69
19360115,0.28,1.81
19360116,0.28,1.94
19360117,0.28,2.07
19360118,0.46,2.19
19360119,0.46,2.32
19360120,0.46,2.45
19360121,0.93,2.58
19360122,1.04,2.71
19360123,1.04,2.84
19360124,1.04,2.96
19360125,1.04,3.09
19360126,1.24,3.22
19360127,1.64,3.35
19360128,2.56,3.48
19360129,2.63,3.61
19360130,2.77,3.74
19360131,2.77,3.87
19360201,2.80,4.00
19360202,2.88,4.12
19360203,3.01,4.23
19360204,3.02,4.35
19360205,3.02,4.45
19360206,3.86,4.57
19360207,3.86,4.69
19360208,3.86,4.80
19360209,3.86,4.92
19360210,3.86,5.04
19360211,3.86,5.15
19360212,3.91,5.27
19360213,3.91,5.38
19360214,3.91,5.50
19360215,3.91,5.62
19360216,3.91,5.74
19360217,3.93,5.87
19360218,3.93,5.99
19360219,3.95,6.10
19360220,3.98,6.21
19360221,3.98,6.32
19360222,3.98,6.44
19360223,3.98,6.55
19360224,3.98,6.66
19360225,3.98,6.76
19360226,4.80,6.87
19360227,4.83,6.97
19360228,4.83,7.08
19360229,4.83,7.08
19360301,4.83,7.19
19360302,4.92,7.30
19360303,4.93,7.41
19360304,5.04,7.52
19360305,5.04,7.64
19360306,5.04,7.75
19360307,5.04,7.86
19360308,5.05,7.96
19360309,5.05,8.07
19360310,5.05,8.17
19360311,5.58,8.27
19360312,5.58,8.36
19360313,5.63,8.46
19360314,5.64,8.55
19360315,5.64,8.65
19360316,5.64,8.75
19360317,5.64,8.84
19360318,5.64,8.94
19360319,5.64,9.03
19360320,5.64,9.12
19360321,5.64,9.22
19360322,5.64,9.33
19360323,5.65,9.44
19360324,5.68,9.54
19360325,5.68,9.66
19360326,5.68,9.77
19360327,5.68,9.88
19360328,5.68,9.99
19360329,5.68,10.09
19360330,5.68,10.18
19360331,5.68,10.28
19360401,5.68,10.37
19360402,5.68,10.46
19360403,5.68,10.55
19360404,5.69,10.65
19360405,5.69,10.75
19360406,5.69,10.85
19360407,5.69,10.95
19360408,5.82,11.05
19360409,5.82,11.15
19360410,5.82,11.25
19360411,5.82,11.36
19360412,5.82,11.47
19360413,5.82,11.58
19360414,5.83,11.68
19360415,5.83,11.78
19360416,6.02,11.89
19360417,6.74,12.00
19360418,6.74,12.11
19360419,6.74,12.23
19360420,6.74,12.34
19360421,6.76,12.45
19360422,6.83,12.56
19360423,6.83,12.67
19360424,6.83,12.79
19360425,6.83,12.90
19360426,6.83,13.02
19360427,6.83,13.14
19360428,7.40,13.27
19360429,7.40,13.40
19360430,7.40,13.53
19360501,7.40,13.67
19360502,7.40,13.81
19360503,7.40,13.95
19360504,7.40,14.09
19360505,7.40,14.24
19360506,7.40,14.38
19360507,7.40,14.53
19360508,7.40,14.68
19360509,7.41,14.83
19360510,11.86,14.96
19360511,13.04,15.10
19360512,13.31,15.24
19360513,13.31,15.37
19360514,13.31,15.51
19360515,13.31,15.66
19360516,13.55,15.80
19360517,13.56,15.95
19360518,13.65,16.09
19360519,13.84,16.23
19360520,13.84,16.38
19360521,13.84,16.54
19360522,13.85,16.71
19360523,13.94,16.87
19360524,17.44,17.04
19360525,18.59,17.22
19360526,19.09,17.40
19360527,19.16,17.58
19360528,19.49,17.76
19360529,19.59,17.94
19360530,19.59,18.11
19360531,19.59,18.28
19360601,19.59,18.47
19360602,19.59,18.67
19360603,19.59,18.87
19360604,19.59,19.07
19360605,19.59,19.29
19360606,19.59,19.52
19360607,19.59,19.74
19360608,19.59,19.98
19360609,19.59,20.21
19360610,19.59,20.46
19360611,19.59,20.71
19360612,19.67,20.98
19360613,19.67,21.25
19360614,19.67,21.51
19360615,19.67,21.77
19360616,19.67,22.03
19360617,19.67,22.29
19360618,19.67,22.55
19360619,19.67,22.81
19360620,19.67,23.05
19360621,19.67,23.29
19360622,19.67,23.53
19360623,19.67,23.77
19360624,19.70,24.01
19360625,19.70,24.24
19360626,19.70,24.47
19360627,19.71,24.69
19360628,19.71,24.92
19360629,19.71,25.15
19360630,19.72,25.38
19360701,20.62,25.58
19360702,22.75,25.78
19360703,23.08,25.98
19360704,23.22,26.17
19360705,23.22,26.36
19360706,23.22,26.54
19360707,23.22,26.72
19360708,23.22,26.90
19360709,23.22,27.08
19360710,23.22,27.24
19360711,23.22,27.39
19360712,23.22,27.54
19360713,25.77,27.69
19360714,25.82,27.84
19360715,25.83,27.99
19360716,25.83,28.13
19360717,25.83,28.26
19360718,25.83,28.40
19360719,25.83,28.54
19360720,25.83,28.68
19360721,25.83,28.81
19360722,25.88,28.93
19360723,26.20,29.06
19360724,26.43,29.18
19360725,26.43,29.30
19360726,26.43,29.43
19360727,26.43,29.56
19360728,26.43,29.68
19360729,26.43,29.80
19360730,26.58,29.92
19360731,26.58,30.04
19360801,26.58,30.18
19360802,26.58,30.32
19360803,26.80,30.45
19360804,26.80,30.58
19360805,26.80,30.72
19360806,26.80,30.86
19360807,26.80,31.00
19360808,26.80,31.15
19360809,26.80,31.30
19360810,26.80,31.45
